Chromosome,Start,End,Number of healthy samples with peak (out of 26 total),Overlaps validated VISTA heart enhancer
chr3,139891272,139896139,17,.
chr3,139939547,139942411,2,.
chr3,139943824,139945311,2,.
chr3,139974073,139977893,6,.
chr3,140184226,140189934,24,.
chr3,140236418,140237748,3,.
chr3,140248433,140252520,12,.
chr3,140291650,140293977,2,.
chr3,140442822,140444081,2,.
chr3,140466601,140468386,6,.
chr3,140567866,140574941,11,.
chr3,140588699,140602341,25,.
chr3,140707728,140709961,2,.
chr3,140716281,140721822,17,.
chr3,140913682,140928406,23,.
chr3,141054973,141060673,6,.
chr3,141083200,141087324,5,.
chr3,141090567,141097862,19,.
chr3,141105901,141112966,21,.
chr3,141113251,141117374,13,.
chr3,141122585,141125080,4,.
chr3,141217415,141218871,4,.
chr3,141233831,141247680,15,.
chr3,141248918,141258716,4,.
chr3,141274017,141275742,2,.
chr3,141276411,141283431,5,.
chr3,141288635,141295540,17,.
chr3,141307693,141314599,26,.
chr3,141330175,141334275,23,.
chr3,141359459,141363425,14,.
chr3,141454867,141457316,3,.
chr3,141527663,141534197,18,.
chr3,141544088,141546712,8,.
chr3,141576258,141576846,3,.
chr3,141679430,141683922,18,.
chr3,141684564,141688498,26,.
chr3,141794415,141799923,24,.
chr3,141839460,141843694,19,.
chr3,141850362,141855122,15,.
chr3,141856817,141865646,21,.
chr3,141958401,141961934,14,.
chr3,142016489,142024597,19,.
chr3,142208740,142215509,22,.
chr3,142272294,142278609,3,.
chr3,142278623,142280460,2,.
chr3,142395081,142396014,2,.
chr3,142731859,142738832,22,.
chr3,142817116,142819786,2,.
chr3,142849366,142860251,19,.
chr3,142899824,142915371,22,.
chr3,142952252,142953659,2,.
chr3,142968090,142980705,24,.
chr3,142983684,142988549,20,.
chr3,143138143,143141805,21,.
chr3,143149124,143153496,20,.
chr3,143162813,143175462,18,.
chr3,143201070,143202970,4,.
chr3,143300946,143305028,14,.
chr3,143305800,143314743,7,.
chr3,143351689,143353506,2,.
chr3,143441912,143448368,26,.
chr3,143527797,143530380,6,.
chr3,143535888,143540228,6,.
chr3,143600550,143606069,11,.
chr3,143608112,143610006,2,.
chr3,143668666,143669917,2,.
chr3,143735013,143739198,9,.
chr3,143786231,143789947,3,.
chr3,143805734,143816153,6,.
chr3,143830477,143833568,4,.
chr3,143976060,143980748,2,.
chr3,145014137,145016574,2,.
chr3,145488692,145492122,11,.
chr3,145528801,145532913,5,.
chr3,146123711,146127637,2,.
chr3,146136211,146145751,11,.
chr3,146164764,146167713,2,.
chr3,146272506,146279638,20,.
chr3,146306437,146310999,22,.
chr3,146374208,146376106,2,.
chr3,146388819,146392270,13,.
chr3,146502203,146510683,17,.
chr3,146822307,146824833,5,.
chr3,146902195,146907429,15,.
chr3,147650365,147657017,3,.
chr3,147679617,147682591,17,.
chr3,147700794,147706340,8,.
chr3,147711873,147715404,14,.
chr3,147757396,147761167,3,.
chr3,147811503,147814042,5,.
chr3,147942573,147944265,4,.
chr3,147945441,147947201,4,.
chr3,148399837,148401939,8,.
chr3,148581406,148583895,2,.
chr3,148603971,148608274,4,.
chr3,148639673,148645363,12,.
chr3,148648242,148651083,4,.
chr3,148954460,148958709,24,.
chr3,148973046,148977612,23,.
chr3,149013697,149025090,8,.
chr3,149151447,149153284,4,.
chr3,149213973,149217183,4,.
chr3,149223083,149228098,23,.
chr3,149245020,149248909,4,.
chr3,149258024,149260774,3,.
chr3,149272400,149275882,8,.
chr3,149299012,149300951,2,.
chr3,149336448,149343409,4,.
chr3,149351343,149356573,6,.
chr3,149365390,149367915,5,.
chr3,149381253,149383152,3,.
chr3,149414449,149415640,2,.
chr3,149423507,149427464,5,.
chr3,149447179,149451277,12,.
chr3,149459171,149461546,3,.
chr3,149465036,149468603,8,.
chr3,149477887,149483406,23,.
chr3,149524063,149529928,15,.
chr3,149530634,149538832,3,.
chr3,149544260,149561490,26,.
chr3,149583388,149594813,12,.
chr3,149601797,149627494,21,.
chr3,149628512,149636136,2,.
chr3,149636678,149642158,11,.
chr3,149706637,149707721,2,.
chr3,149896843,149902298,7,.
chr3,150059400,150064122,17,.
chr3,150146574,150150713,6,.
chr3,150166550,150172119,24,.
chr3,150183164,150184950,3,.
chr3,150215593,150217734,9,.
chr3,150231274,150237165,18,.
chr3,150251576,150256926,26,.
chr3,150346155,150352677,26,.
chr3,150368943,150377512,26,.
chr3,150387247,150391669,4,.
chr3,150468724,150470500,4,.
chr3,150584992,150591124,18,.
chr3,150597972,150601502,2,.
chr3,150726380,150753228,13,.
chr3,150754882,150758703,2,.
chr3,150867729,150880525,3,.
chr3,150910504,150914673,13,.
chr3,151168553,151173418,6,.
chr3,151212044,151220905,8,.
chr3,151224676,151234764,16,.
chr3,151255566,151261328,3,.
chr3,151345756,151348133,4,.
chr3,151498712,151505426,12,.
chr3,151535832,151540632,7,.
chr3,151547358,151552816,3,.
chr3,151579053,151581791,3,.
chr3,151610726,151612644,4,.
chr3,151629393,151632463,7,.
chr3,151765563,151775334,23,.
chr3,151898867,151905538,17,.
chr3,152045995,152049490,3,.
chr3,152194815,152205989,18,.
chr3,152220310,152224392,8,.
chr3,152256871,152260276,7,.
chr3,152311714,152338848,18,.
chr3,152344228,152367195,4,.
chr3,152367796,152410972,10,.
chr3,152416191,152418512,2,.
chr3,152419507,152452996,21,.
chr3,152471850,152473283,3,.
chr3,152495156,152500360,23,.
chr3,152552382,152560366,26,.
chr3,152564010,152566561,8,.
chr3,152589468,152594073,4,.
chr3,152595233,152598796,25,.
chr3,152617892,152624713,5,.
chr3,152655566,152659619,10,.
chr3,152908818,152911678,7,.
chr3,153042829,153045011,4,.
chr3,153051309,153052651,3,.
chr3,153220169,153224437,26,.
chr3,153245670,153252031,5,.
chr3,153283438,153291112,16,.
chr3,153319431,153322694,13,.
chr3,153430050,153430341,2,.
chr3,153550337,153555264,19,.
chr3,153598644,153603149,20,.
chr3,153626051,153630500,6,.
chr3,153782721,153785230,2,.
chr3,154059464,154061665,3,.
chr3,154228951,154231603,4,.
chr3,154240445,154248493,11,.
chr3,154782726,154784479,3,.
chr3,154896878,154902292,17,.
chr3,154931534,154933135,2,.
chr3,155070844,155071818,2,.
chr3,155130253,155131907,2,.
chr3,155230636,155236213,26,.
chr3,155363849,155364763,2,.
chr3,155366053,155374183,14,.
chr3,155386161,155394557,23,.
chr3,155700985,155701933,2,.
chr3,155911913,155913951,2,.
chr3,155932899,155935557,3,.
chr3,156083318,156086788,2,.
chr3,156107094,156110927,2,.
chr3,156144844,156152456,4,.
chr3,156298515,156305217,4,.
chr3,156387379,156390049,2,.
chr3,156416882,156418593,3,.
chr3,156442851,156445658,4,.
chr3,156458532,156461665,3,.
chr3,156481711,156491625,8,.
chr3,156527964,156540064,13,.
chr3,156557024,156560292,13,.
chr3,156586103,156588690,6,.
chr3,156601424,156607854,23,.
chr3,156632696,156634378,4,.
chr3,156642350,156645393,5,.
chr3,156722215,156724253,3,.
chr3,156787011,156789128,2,.
chr3,156791879,156794232,4,.
chr3,156810781,156814530,5,.
chr3,156842126,156844619,5,.
chr3,157075432,157079172,5,.
chr3,157103163,157118336,9,.
chr3,157124883,157140633,24,.
chr3,157170811,157178478,26,.
chr3,157244150,157253927,26,yes
chr3,157280196,157285363,13,.
chr3,157442198,157443913,2,.
chr3,157518869,157523135,10,.
chr3,157867769,157869502,2,.
chr3,158559839,158565139,12,.
chr3,158648799,158650754,4,.
chr3,158711890,158714809,5,.
chr3,158721584,158729333,13,.
chr3,158742582,158744355,3,.
chr3,158760602,158765108,7,.
chr3,158766496,158778632,24,.
chr3,159602996,159607440,15,.
chr3,159618299,159624764,17,.
chr3,159652145,159656317,10,.
chr3,159663841,159666081,4,.
chr3,159667058,159676944,21,.
chr3,159710181,159714507,24,.
chr3,159731079,159734084,16,.
chr3,159772548,159781979,22,.
chr3,159786108,159811490,20,.
chr3,159817033,159821416,2,.
chr3,159822175,159827473,9,.
chr3,159828153,159833297,14,.
chr3,159863613,159878140,2,.
chr3,159890253,159901715,7,.
chr3,159909786,159912773,22,.
chr3,159926888,159932085,20,.
chr3,159975477,159980634,17,.
chr3,160051742,160053592,4,.
chr3,160128896,160132383,2,.
chr3,160295796,160299107,17,.
chr3,160575959,160578624,15,.
chr3,160615484,160618225,11,.
chr3,160695049,160699336,7,.
chr3,160734624,160740935,20,.
chr3,160763825,160780022,10,.
chr3,160789525,160814514,26,.
chr3,160946241,160954966,8,.
chr3,161014449,161018523,9,.
chr3,161067572,161072274,2,.
chr3,161076567,161092657,18,.
chr3,161126227,161127293,2,.
chr3,161168677,161173437,16,.
chr3,161180597,161182043,2,.
chr3,161217056,161219248,3,.
chr3,161411329,161418120,19,.
chr3,162124684,162127103,2,.
chr3,162134628,162140170,13,.
chr3,162191379,162197088,17,.
chr3,164449756,164454933,11,.
chr3,165606741,165608108,2,.
chr3,167163612,167169348,20,.
chr3,167202743,167204173,2,.
chr3,167301398,167308082,12,.
chr3,167668971,167673402,2,.
chr3,167726496,167729909,3,.
chr3,167782617,167784698,5,.
chr3,167808290,167818673,22,.
chr3,167837676,167841101,3,.
chr3,167851365,167853808,2,.
chr3,167988201,167991549,5,.
chr3,168018021,168041353,26,.
chr3,168046105,168055477,16,.
chr3,168078762,168084431,3,.
chr3,168115978,168125087,10,.
chr3,168165185,168166367,6,.
chr3,168248612,168250860,2,.
chr3,168364626,168367327,9,.
chr3,168873158,168880424,19,.
chr3,168881146,168882502,7,.
chr3,169041082,169045360,2,.
chr3,169109389,169121397,9,.
chr3,169214945,169219020,2,.
chr3,169224549,169234231,12,.
chr3,169237338,169244690,25,.
chr3,169283816,169288975,4,.
chr3,169295860,169302235,16,.
chr3,169321683,169326232,14,.
chr3,169384507,169393112,24,.
chr3,169428368,169433489,21,.
chr3,169451134,169464458,12,.
chr3,169508201,169512802,4,.
chr3,169590161,169593291,9,.
chr3,169609949,169615878,3,.
chr3,169616664,169621977,12,.
chr3,169622741,169626362,14,.
chr3,169629682,169637342,18,.
chr3,169649811,169651582,5,.
chr3,169667240,169669907,17,.
chr3,169696623,169703163,26,.
chr3,169990735,169996273,3,.
chr3,170001192,170007424,16,.
chr3,170453778,170455395,3,.
chr3,170531236,170532586,2,.
chr3,170597312,170599527,8,.
chr3,170611348,170615824,23,.
chr3,170642018,170645055,11,.
chr3,170708995,170710024,2,.
chr3,170724049,170728654,2,.
chr3,170913797,170915601,7,.
chr3,171084562,171094822,19,.
chr3,171115314,171117705,2,.
chr3,171171452,171179307,22,.
chr3,171187985,171206859,3,.
chr3,171235501,171237498,4,.
chr3,171253954,171263857,13,.
chr3,171275296,171340634,25,.
chr3,171344355,171359338,4,.
chr3,171369929,171379746,7,.
chr3,171383732,171411017,13,.
chr3,171411239,171423137,15,.
chr3,171648947,171662509,4,.
chr3,171686684,171692236,3,.
chr3,171694132,171697170,2,.
chr3,171711534,171713448,2,.
chr3,171740051,171759624,9,.
chr3,171788211,171793278,6,.
chr3,171796367,171808385,14,.
chr3,171823409,171841856,23,.
chr3,171859377,171864278,12,.
chr3,171872593,171877402,13,.
chr3,171932309,171932816,2,.
chr3,171966243,171968816,7,.
chr3,171970163,171978550,4,.
chr3,172011210,172017307,14,.
chr3,172051325,172110829,22,.
chr3,172133046,172144440,8,.
chr3,172151025,172164749,16,.
chr3,172166418,172187969,13,.
chr3,172194481,172227814,26,.
chr3,172245408,172269823,24,.
chr3,172270447,172299217,24,.
chr3,172308011,172326926,6,.
chr3,172330868,172334146,6,.
chr3,172347149,172350261,2,.
chr3,172361196,172379355,15,.
chr3,172389108,172392726,2,.
chr3,172475736,172479497,15,.
chr3,172510072,172521254,4,.
chr3,172536313,172549020,17,.
chr3,172556047,172565458,25,.
chr3,172576760,172592128,24,.
chr3,172606205,172609874,8,.
chr3,172625707,172628103,7,.
chr3,172643425,172660105,19,.
chr3,172665536,172708224,18,.
chr3,172814483,172816853,3,.
chr3,172853471,172859794,20,.
chr3,173037101,173040687,16,.
chr3,173044644,173045743,8,.
chr3,173077748,173079333,2,.
chr3,173410049,173412226,7,.
chr3,173509403,173511651,3,.
chr3,173616987,173622307,7,.
chr3,173659332,173663269,5,.
chr3,173911688,173914434,6,.
chr3,174155097,174159497,8,.
chr3,174190500,174191915,5,.
chr3,174199681,174203775,19,.
chr3,174336712,174337865,2,.
chr3,174435062,174437517,4,.
chr3,174774155,174778461,14,.
chr3,175222268,175225184,2,.
chr3,175396554,175399368,2,.
chr3,176022555,176026724,6,.
chr3,176948322,176955065,21,.
chr3,177035593,177044300,18,.
chr3,177049576,177054161,2,.
chr3,177101433,177107243,4,.
chr3,177120018,177135839,9,.
chr3,177149276,177152288,2,.
chr3,177189470,177192853,6,.
chr3,177299339,177301799,19,.
chr3,177320069,177322581,9,.
chr3,177328240,177339639,22,.
chr3,177340345,177348093,19,.
chr3,177354371,177363673,26,.
chr3,177443496,177443985,2,.
chr3,177451152,177453242,3,.
chr3,177457681,177461351,16,.
chr3,177463632,177466599,7,.
chr3,177477782,177483955,19,.
chr3,177490042,177493726,7,.
chr3,177509602,177518450,19,.
chr3,177529475,177531400,2,.
chr3,177588962,177601021,22,.
chr3,177618630,177625583,21,.
chr3,177633171,177634383,2,.
chr3,177692545,177696234,10,.
chr3,177704472,177708740,18,.
chr3,177721212,177727401,23,.
chr3,177727893,177732662,17,.
chr3,177740700,177748135,13,.
chr3,177750643,177767728,23,.
chr3,177769739,177774186,3,.
chr3,177776229,177787207,25,.
chr3,177809393,177815227,4,.
chr3,177822515,177826703,14,.
chr3,177828870,177838468,15,.
chr3,177892738,177894707,8,.
chr3,177904352,177907910,8,.
chr3,178057421,178062883,2,.
chr3,178076665,178089101,18,.
chr3,178096965,178100117,3,.
chr3,178119195,178122449,2,.
chr3,178165278,178175128,23,.
chr3,178181095,178183150,6,.
chr3,178193837,178197395,5,.
chr3,178201710,178204004,2,.
chr3,178260862,178261692,2,.
chr3,178277381,178278852,3,.
chr3,178288767,178290707,8,.
chr3,178294488,178298406,3,.
chr3,178317556,178326799,21,.
chr3,178359812,178360675,3,.
chr3,178364752,178370579,21,.
chr3,178453545,178459284,21,.
chr3,178505593,178509587,24,.
chr3,178516326,178517971,2,.
chr3,178549944,178554543,3,.
chr3,178560258,178564534,13,.
chr3,178617763,178620554,8,.
chr3,178622597,178625534,2,.
chr3,178661638,178682012,18,.
chr3,178711340,178716081,4,.
chr3,178718182,178719903,10,.
chr3,178734746,178737105,3,.
chr3,178761250,178763079,3,.
chr3,178820157,178825462,13,.
chr3,178844613,178852081,15,.
chr3,178867391,178871209,4,.
chr3,178966316,178967921,6,.
chr3,179016722,179022322,5,.
chr3,179037087,179038067,2,.
chr3,179174491,179193671,23,.
chr3,179315659,179317078,2,.
chr3,179333345,179338474,7,.
chr3,179420260,179422805,2,.
chr3,179472461,179475290,13,.
chr3,179524803,179529573,24,.
chr3,179588813,179592001,2,.
chr3,179658234,179686147,17,.
chr3,179699463,179720462,17,.
chr3,179723979,179727202,7,.
chr3,179728957,179749634,25,.
chr3,179851540,179854209,14,.
chr3,180959410,180964953,5,.
chr3,180971810,180986182,11,.
chr3,181085541,181086703,2,.
chr3,181355716,181364639,18,.
chr3,181694027,181695972,2,.
chr3,182239952,182246004,21,.
chr3,182714192,182717572,3,.
chr3,182924428,182926750,12,.
chr3,183210115,183216362,21,.
chr3,183233471,183234649,2,.
chr3,183243694,183246443,5,.
chr3,183306154,183309974,8,.
chr3,183370042,183371438,2,.
chr3,183445933,183456737,26,.
chr3,183527509,183533666,18,.
chr3,183536667,183538030,2,.
chr3,183560219,183564920,2,.
chr3,183579284,183590133,24,.
chr3,183613014,183614416,3,.
chr3,183619023,183632795,23,.
chr3,183673291,183675838,4,.
chr3,183733202,183736800,4,.
chr3,183764804,183768196,2,.
chr3,183856084,183858806,5,.
chr3,183931396,183934082,2,.
chr3,183996735,184009869,16,.
chr3,184209252,184210113,2,.
chr3,184344349,184349080,10,.
chr3,184368161,184369958,4,.
chr3,184448382,184449544,8,.
chr3,184465453,184467768,5,.
chr3,184470649,184476561,8,.
chr3,184513331,184516130,3,.
chr3,184523589,184527322,17,.
chr3,184567647,184570668,6,.
chr3,184580889,184586321,20,.
chr3,184595617,184600993,14,.
chr3,184625689,184629945,18,.
chr3,184657164,184660092,6,.
chr3,184677251,184681239,7,.
chr3,184685585,184694679,18,.
chr3,184713616,184719241,21,.
chr3,184755724,184757819,3,.
chr3,184785155,184787563,14,.
chr3,184804374,184807638,7,.
chr3,184819808,184823350,2,.
chr3,184878840,184882981,2,.
chr3,184944522,184947840,4,.
chr3,184952047,184955088,6,.
chr3,185040171,185047606,19,.
chr3,185174374,185177201,21,.
chr3,185215683,185217668,18,.
chr3,185316001,185319944,19,.
chr3,185501484,185505049,21,.
chr3,185507647,185509251,3,.
chr3,185521028,185522417,10,.
chr3,185536204,185538593,5,.
chr3,185628802,185632225,12,.
chr3,185653126,185661932,19,.
chr3,185763934,185765416,5,.
chr3,185959235,185960651,4,.
chr3,186023911,186024863,2,.
chr3,186097500,186099366,5,.
chr3,186182820,186188697,5,.
chr3,186205403,186212663,19,.
chr3,186213259,186225159,17,.
chr3,186234387,186240823,12,.
chr3,186364619,186367636,5,.
chr3,186380291,186388621,25,.
chr3,186404013,186417090,26,.
chr3,186423778,186430214,19,.
chr3,186445366,186446416,2,.
chr3,186502558,186503342,2,.
chr3,186535299,186538246,7,.
chr3,186696163,186699132,13,.
chr3,186751174,186753877,7,.
chr3,186771974,186773485,2,.
chr3,186827062,186827846,5,.
chr3,186887863,186890564,5,.
chr3,186900009,186902671,5,.
chr3,186945429,186955037,4,.
chr3,186955793,186973436,7,.
chr3,186982951,186984654,2,.
chr3,186989025,186994899,2,.
chr3,187008545,187020807,18,.
chr3,187100657,187106355,22,.
chr3,187129622,187132094,10,.
chr3,187165713,187168560,3,.
chr3,187173584,187174791,2,.
chr3,187181990,187191089,20,.
chr3,187318569,187319975,3,.
chr3,187693856,187697888,18,.
chr3,187704040,187706260,9,.
chr3,187781522,187784981,13,.
chr3,187857898,187858957,2,.
chr3,187888066,187890209,6,.
chr3,187896163,187897614,3,.
chr3,187911649,187917925,19,.
chr3,187926757,187931954,12,.
chr3,187953046,187960176,15,.
chr3,187960925,187965482,7,.
chr3,187978710,187989482,26,.
chr3,188006187,188008358,9,.
chr3,188030164,188031438,3,.
chr3,188034523,188039996,22,.
chr3,188041332,188043172,7,.
chr3,188047071,188056203,23,.
chr3,188071974,188084977,22,.
chr3,188096100,188100018,20,.
chr3,188109089,188114254,12,.
chr3,188121120,188129854,19,.
chr3,188168892,188205085,11,.
chr3,188226424,188236332,6,.
chr3,188251679,188308792,26,.
chr3,188313649,188336308,20,.
chr3,188346868,188354688,2,.
chr3,188358503,188370983,2,.
chr3,188385349,188403587,25,.
chr3,188420343,188422973,5,.
chr3,188427599,188443089,13,.
chr3,188450830,188453829,2,.
chr3,188474256,188479692,8,.
chr3,188489604,188493164,3,.
chr3,188572622,188582511,14,.
chr3,188592933,188608036,15,.
chr3,188620718,188627739,20,.
chr3,188630386,188636133,7,.
chr3,188640481,188650235,20,.
chr3,188677901,188694296,25,.
chr3,188706562,188708808,2,.
chr3,188710593,188714916,14,.
chr3,188769584,188784101,20,.
chr3,188790879,188799829,4,.
chr3,188820093,188820725,2,.
chr3,188846754,188847620,2,.
chr3,188851313,188857620,19,.
chr3,188880572,188885385,4,.
chr3,188886336,188892882,19,.
chr3,188898729,188902427,11,.
chr3,188939042,188943245,9,.
chr3,188952897,188960086,13,.
chr3,188977924,188981231,3,.
chr3,189184963,189189117,4,.
chr3,189259403,189262216,9,.
chr3,189338062,189338784,2,.
chr3,189775725,189777248,2,.
chr3,189862381,189863805,3,.
chr3,189961492,189962836,2,.
chr3,190002952,190004258,3,.
chr3,190057214,190060882,4,.
chr3,190091795,190095100,4,.
chr3,190099908,190103367,9,.
chr3,190335859,190339563,8,.
chr3,190344102,190347141,5,.
chr3,190484933,190509049,23,.
chr3,190531428,190535861,13,.
chr3,190565203,190570475,9,.
chr3,190577567,190590146,17,.
chr3,190597050,190598156,2,.
chr3,190772262,190776215,25,.
chr3,190804351,190812005,22,.
