"","clusters"
"GOBP_MEMBRANE_REPOLARIZATION_DURING_ACTION_POTENTIAL",1697
"GOBP_MEMBRANE_REPOLARIZATION_DURING_ATRIAL_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",233
"GOBP_MEMBRANE_REPOLARIZATION_DURING_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",1697
"GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",1697
"GOBP_MEMBRANE_TO_MEMBRANE_DOCKING",1698
"GOBP_MEMBRANOUS_SEPTUM_MORPHOGENESIS",1699
"GOBP_MEMORY",1572
"GOBP_MESANGIAL_CELL_DEVELOPMENT",1243
"GOBP_MESANGIAL_CELL_DIFFERENTIATION",1243
"GOBP_MESENCHYMAL_CELL_APOPTOTIC_PROCESS",1700
"GOBP_MESENCHYMAL_CELL_DEVELOPMENT",1701
"GOBP_MESENCHYMAL_CELL_DIFFERENTIATION",1041
"GOBP_MESENCHYMAL_CELL_DIFFERENTIATION_INVOLVED_IN_KIDNEY_DEVELOPMENT",1702
"GOBP_MESENCHYMAL_CELL_MIGRATION",1703
"GOBP_MESENCHYMAL_CELL_PROLIFERATION",1704
"GOBP_MESENCHYMAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_DEVELOPMENT",1705
"GOBP_MESENCHYMAL_EPITHELIAL_CELL_SIGNALING",1706
"GOBP_MESENCHYMAL_STEM_CELL_DIFFERENTIATION",1707
"GOBP_MESENCHYMAL_STEM_CELL_MAINTENANCE_INVOLVED_IN_NEPHRON_MORPHOGENESIS",1708
"GOBP_MESENCHYMAL_STEM_CELL_PROLIFERATION",1709
"GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION",591
"GOBP_MESENCHYMAL_TO_EPITHELIAL_TRANSITION_INVOLVED_IN_METANEPHROS_MORPHOGENESIS",591
"GOBP_MESENCHYME_DEVELOPMENT",1041
"GOBP_MESENCHYME_MIGRATION",1710
"GOBP_MESENCHYME_MORPHOGENESIS",400
"GOBP_MESENDODERM_DEVELOPMENT",1711
"GOBP_MESODERMAL_CELL_DIFFERENTIATION",597
"GOBP_MESODERMAL_CELL_FATE_COMMITMENT",597
"GOBP_MESODERMAL_CELL_FATE_SPECIFICATION",597
"GOBP_MESODERMAL_CELL_MIGRATION",1712
"GOBP_MESODERM_DEVELOPMENT",1191
"GOBP_MESODERM_MORPHOGENESIS",1191
"GOBP_MESONEPHRIC_DUCT_DEVELOPMENT",1713
"GOBP_MESONEPHRIC_TUBULE_FORMATION",1714
"GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS",1511
"GOBP_MESONEPHROS_DEVELOPMENT",1511
"GOBP_METANEPHRIC_COLLECTING_DUCT_DEVELOPMENT",728
"GOBP_METANEPHRIC_DISTAL_TUBULE_DEVELOPMENT",894
"GOBP_METANEPHRIC_EPITHELIUM_DEVELOPMENT",1715
"GOBP_METANEPHRIC_GLOMERULAR_MESANGIUM_DEVELOPMENT",1716
"GOBP_METANEPHRIC_GLOMERULUS_DEVELOPMENT",1717
"GOBP_METANEPHRIC_GLOMERULUS_VASCULATURE_DEVELOPMENT",1716
"GOBP_METANEPHRIC_LOOP_OF_HENLE_DEVELOPMENT",1575
"GOBP_METANEPHRIC_MESENCHYMAL_CELL_DIFFERENTIATION",1702
"GOBP_METANEPHRIC_MESENCHYME_DEVELOPMENT",1512
"GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT",1718
"GOBP_METANEPHRIC_NEPHRON_EPITHELIUM_DEVELOPMENT",1715
"GOBP_METANEPHRIC_NEPHRON_MORPHOGENESIS",1718
"GOBP_METANEPHRIC_NEPHRON_TUBULE_EPITHELIAL_CELL_DIFFERENTIATION",1719
"GOBP_METANEPHRIC_NEPHRON_TUBULE_MORPHOGENESIS",1720
"GOBP_METANEPHRIC_PART_OF_URETERIC_BUD_DEVELOPMENT",1721
"GOBP_METANEPHRIC_PROXIMAL_TUBULE_DEVELOPMENT",1722
"GOBP_METANEPHRIC_RENAL_VESICLE_MORPHOGENESIS",591
"GOBP_METANEPHRIC_S_SHAPED_BODY_MORPHOGENESIS",732
"GOBP_METANEPHRIC_TUBULE_FORMATION",1720
"GOBP_METANEPHRIC_TUBULE_MORPHOGENESIS",1720
"GOBP_METANEPHROS_DEVELOPMENT",1511
"GOBP_METANEPHROS_MORPHOGENESIS",1718
"GOBP_METAPHASE_ANAPHASE_TRANSITION_OF_MEIOTIC_CELL_CYCLE",1676
"GOBP_METAPHASE_CHROMOSOME_ALIGNMENT",692
"GOBP_METENCEPHALON_DEVELOPMENT",1340
"GOBP_METHIONINE_BIOSYNTHETIC_PROCESS",219
"GOBP_METHIONINE_METABOLIC_PROCESS",219
"GOBP_METHYLATION",1614
"GOBP_METHYLGLYOXAL_METABOLIC_PROCESS",1723
"GOBP_METHYLGUANOSINE_CAP_DECAPPING",809
"GOBP_MHC_CLASS_II_BIOSYNTHETIC_PROCESS",1724
"GOBP_MHC_CLASS_I_BIOSYNTHETIC_PROCESS",1725
"GOBP_MICROGLIAL_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",1726
"GOBP_MICROGLIAL_CELL_MEDIATED_CYTOTOXICITY",1727
"GOBP_MICROGLIAL_CELL_MIGRATION",1728
"GOBP_MICROGLIAL_CELL_PROLIFERATION",1623
"GOBP_MICROGLIA_DIFFERENTIATION",1729
"GOBP_MICROTUBULE_ANCHORING",1730
"GOBP_MICROTUBULE_ANCHORING_AT_MICROTUBULE_ORGANIZING_CENTER",1730
"GOBP_MICROTUBULE_BASED_MOVEMENT",702
"GOBP_MICROTUBULE_BASED_PROCESS",801
"GOBP_MICROTUBULE_BASED_PROTEIN_TRANSPORT",268
"GOBP_MICROTUBULE_BASED_TRANSPORT",800
"GOBP_MICROTUBULE_BUNDLE_FORMATION",261
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",801
"GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS",1731
"GOBP_MICROTUBULE_DEPOLYMERIZATION",1732
"GOBP_MICROTUBULE_NUCLEATION",1733
"GOBP_MICROTUBULE_NUCLEATION_BY_MICROTUBULE_ORGANIZING_CENTER",1734
"GOBP_MICROTUBULE_ORGANIZING_CENTER_LOCALIZATION",1067
"GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION",639
"GOBP_MICROTUBULE_POLYMERIZATION",1735
"GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",1735
"GOBP_MICROTUBULE_SEVERING",1736
"GOBP_MICROVILLUS_ASSEMBLY",1737
"GOBP_MICROVILLUS_ORGANIZATION",1737
"GOBP_MICTURITION",1738
"GOBP_MIDBODY_ABSCISSION",997
"GOBP_MIDBRAIN_DEVELOPMENT",1739
"GOBP_MIDBRAIN_DOPAMINERGIC_NEURON_DIFFERENTIATION",1740
"GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT",1741
"GOBP_MIDDLE_EAR_MORPHOGENESIS",1742
"GOBP_MIDGUT_DEVELOPMENT",1743
"GOBP_MINERALOCORTICOID_BIOSYNTHETIC_PROCESS",95
"GOBP_MINERALOCORTICOID_METABOLIC_PROCESS",95
"GOBP_MINERALOCORTICOID_SECRETION",1744
"GOBP_MIRNA_CATABOLIC_PROCESS",1745
"GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_INHIBITION_OF_TRANSLATION",1746
"GOBP_MIRNA_MEDIATED_GENE_SILENCING_BY_MRNA_DESTABILIZATION",1747
"GOBP_MIRNA_METABOLIC_PROCESS",1748
"GOBP_MIRNA_PROCESSING",1749
"GOBP_MISMATCH_REPAIR",1750
"GOBP_MITOCHONDRIAL_ADP_TRANSMEMBRANE_TRANSPORT",1751
"GOBP_MITOCHONDRIAL_ATP_TRANSMEMBRANE_TRANSPORT",1751
"GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS",1752
"GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT",353
"GOBP_MITOCHONDRIAL_CYTOCHROME_C_OXIDASE_ASSEMBLY",785
"GOBP_MITOCHONDRIAL_DEPOLARIZATION",1753
"GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS",1754
"GOBP_MITOCHONDRIAL_DNA_REPAIR",1755
"GOBP_MITOCHONDRIAL_DNA_REPLICATION",1754
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_CYTOCHROME_C_TO_OXYGEN",1756
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_NADH_TO_UBIQUINONE",1757
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_SUCCINATE_TO_UBIQUINONE",1758
"GOBP_MITOCHONDRIAL_ELECTRON_TRANSPORT_UBIQUINOL_TO_CYTOCHROME_C",1759
"GOBP_MITOCHONDRIAL_FISSION",1760
"GOBP_MITOCHONDRIAL_FRAGMENTATION_INVOLVED_IN_APOPTOTIC_PROCESS",1761
"GOBP_MITOCHONDRIAL_FUSION",1762
"GOBP_MITOCHONDRIAL_GENE_EXPRESSION",1763
"GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE",1754
"GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION",199
"GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION",1764
"GOBP_MITOCHONDRIAL_PROTEIN_CATABOLIC_PROCESS",1765
"GOBP_MITOCHONDRIAL_PROTEIN_PROCESSING",1766
"GOBP_MITOCHONDRIAL_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX_ASSEMBLY",1767
"GOBP_MITOCHONDRIAL_RESPIRASOME_ASSEMBLY",1768
"GOBP_MITOCHONDRIAL_RESPIRATORY_CHAIN_COMPLEX_ASSEMBLY",1769
"GOBP_MITOCHONDRIAL_RIBOSOME_ASSEMBLY",1770
"GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",1771
"GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1772
"GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",1773
"GOBP_MITOCHONDRIAL_RNA_MODIFICATION",1774
"GOBP_MITOCHONDRIAL_RNA_PROCESSING",1774
"GOBP_MITOCHONDRIAL_TRANSCRIPTION",1773
"GOBP_MITOCHONDRIAL_TRANSLATION",1763
"GOBP_MITOCHONDRIAL_TRANSLATIONAL_ELONGATION",1775
"GOBP_MITOCHONDRIAL_TRANSMEMBRANE_TRANSPORT",1776
"GOBP_MITOCHONDRIAL_TRANSPORT",1777
"GOBP_MITOCHONDRIAL_TRNA_PROCESSING",1774
"GOBP_MITOCHONDRION_DISTRIBUTION",1455
"GOBP_MITOCHONDRION_ENDOPLASMIC_RETICULUM_MEMBRANE_TETHERING",1778
"GOBP_MITOCHONDRION_LOCALIZATION",258
"GOBP_MITOCHONDRION_MORPHOGENESIS",1779
"GOBP_MITOCHONDRION_ORGANIZATION",1780
"GOBP_MITOPHAGY",1781
"GOBP_MITOTIC_CELL_CYCLE",582
"GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING",583
"GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION",588
"GOBP_MITOTIC_CELL_CYCLE_PROCESS",582
"GOBP_MITOTIC_CHROMOSOME_CONDENSATION",691
"GOBP_MITOTIC_CYTOKINESIS",786
"GOBP_MITOTIC_CYTOKINETIC_PROCESS",787
"GOBP_MITOTIC_DNA_INTEGRITY_CHECKPOINT_SIGNALING",583
"GOBP_MITOTIC_DNA_REPLICATION",584
"GOBP_MITOTIC_DNA_REPLICATION_CHECKPOINT_SIGNALING",912
"GOBP_MITOTIC_G1_S_TRANSITION_CHECKPOINT_SIGNALING",900
"GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING",1782
"GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT",1782
"GOBP_MITOTIC_INTRA_S_DNA_DAMAGE_CHECKPOINT_SIGNALING",1783
"GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT",692
"GOBP_MITOTIC_NUCLEAR_DIVISION",1784
"GOBP_MITOTIC_NUCLEAR_MEMBRANE_DISASSEMBLY",1688
"GOBP_MITOTIC_NUCLEAR_MEMBRANE_ORGANIZATION",1785
"GOBP_MITOTIC_RECOMBINATION",1786
"GOBP_MITOTIC_SISTER_CHROMATID_COHESION",1787
"GOBP_MITOTIC_SISTER_CHROMATID_COHESION_CENTROMERIC",638
"GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION",1784
"GOBP_MITOTIC_SISTER_CHROMATID_SEPARATION",696
"GOBP_MITOTIC_SPINDLE_ASSEMBLY",1731
"GOBP_MITOTIC_SPINDLE_ELONGATION",1788
"GOBP_MITOTIC_SPINDLE_ORGANIZATION",1731
"GOBP_MITRAL_VALVE_DEVELOPMENT",240
"GOBP_MODIFICATION_OF_POSTSYNAPTIC_ACTIN_CYTOSKELETON",1789
"GOBP_MODIFICATION_OF_POSTSYNAPTIC_STRUCTURE",1790
"GOBP_MODIFICATION_OF_SYNAPTIC_STRUCTURE",1790
"GOBP_MODIFIED_AMINO_ACID_TRANSPORT",1791
"GOBP_MODULATION_BY_HOST_OF_SYMBIONT_PROCESS",291
"GOBP_MODULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION",1792
"GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS",1792
"GOBP_MODULATION_BY_HOST_OF_VIRAL_RNA_GENOME_REPLICATION",1793
"GOBP_MODULATION_BY_SYMBIONT_OF_ENTRY_INTO_HOST",1794
"GOBP_MODULATION_BY_VIRUS_OF_HOST_PROCESS",1795
"GOBP_MODULATION_OF_EXCITATORY_POSTSYNAPTIC_POTENTIAL",1796
"GOBP_MODULATION_OF_INHIBITORY_POSTSYNAPTIC_POTENTIAL",1396
"GOBP_MODULATION_OF_MICROTUBULE_CYTOSKELETON_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION",611
"GOBP_MODULATION_OF_PROCESS_OF_ANOTHER_ORGANISM",1797
"GOBP_MOLTING_CYCLE",1798
"GOBP_MOLTING_CYCLE_PROCESS",1798
"GOBP_MONOACYLGLYCEROL_BIOSYNTHETIC_PROCESS",1799
"GOBP_MONOACYLGLYCEROL_CATABOLIC_PROCESS",1800
"GOBP_MONOACYLGLYCEROL_METABOLIC_PROCESS",1799
"GOBP_MONOAMINE_TRANSPORT",119
"GOBP_MONOATOMIC_ANION_HOMEOSTASIS",1459
"GOBP_MONOATOMIC_ANION_TRANSPORT",670
"GOBP_MONOATOMIC_CATION_TRANSMEMBRANE_TRANSPORT",1801
"GOBP_MONOATOMIC_CATION_TRANSPORT",1801
"GOBP_MONOATOMIC_ION_HOMEOSTASIS",356
"GOBP_MONOATOMIC_ION_TRANSMEMBRANE_TRANSPORT",1801
"GOBP_MONOATOMIC_ION_TRANSPORT",1801
"GOBP_MONOCARBOXYLIC_ACID_BIOSYNTHETIC_PROCESS",1134
"GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS",1131
"GOBP_MONOCARBOXYLIC_ACID_METABOLIC_PROCESS",1139
"GOBP_MONOCARBOXYLIC_ACID_TRANSPORT",1142
"GOBP_MONOCYTE_ACTIVATION",1802
"GOBP_MONOCYTE_AGGREGATION",1803
"GOBP_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION",1804
"GOBP_MONOCYTE_CHEMOTAXIS",1020
"GOBP_MONOCYTE_DIFFERENTIATION",1805
"GOBP_MONOCYTE_EXTRAVASATION",1806
"GOBP_MONONUCLEAR_CELL_DIFFERENTIATION",569
"GOBP_MONONUCLEAR_CELL_MIGRATION",1594
"GOBP_MONOSACCHARIDE_BIOSYNTHETIC_PROCESS",1807
"GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS",1248
"GOBP_MONOSACCHARIDE_METABOLIC_PROCESS",382
"GOBP_MONOTERPENOID_METABOLIC_PROCESS",101
"GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION",1808
"GOBP_MORPHOGENESIS_OF_AN_ENDOTHELIUM",1809
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_BUD",1810
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD",1810
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIAL_SHEET",1022
"GOBP_MORPHOGENESIS_OF_AN_EPITHELIUM",1044
"GOBP_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE",328
"GOBP_MORPHOGENESIS_OF_A_POLARIZED_EPITHELIUM",1091
"GOBP_MORPHOGENESIS_OF_EMBRYONIC_EPITHELIUM",1043
"GOBP_MOTILE_CILIUM_ASSEMBLY",1811
"GOBP_MOTOR_BEHAVIOR",1812
"GOBP_MOTOR_LEARNING",1813
"GOBP_MOTOR_NEURON_APOPTOTIC_PROCESS",1814
"GOBP_MOTOR_NEURON_AXON_GUIDANCE",1815
"GOBP_MOTOR_NEURON_MIGRATION",1816
"GOBP_MRNA_3_END_PROCESSING",1817
"GOBP_MRNA_3_END_PROCESSING_BY_STEM_LOOP_BINDING_AND_CLEAVAGE",1818
"GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",1819
"GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",1820
"GOBP_MRNA_ALTERNATIVE_POLYADENYLATION",1821
"GOBP_MRNA_CATABOLIC_PROCESS",1822
"GOBP_MRNA_CIS_SPLICING_VIA_SPLICEOSOME",1820
"GOBP_MRNA_EXPORT_FROM_NUCLEUS",1088
"GOBP_MRNA_METABOLIC_PROCESS",1823
"GOBP_MRNA_METHYLATION",1824
"GOBP_MRNA_MODIFICATION",1824
"GOBP_MRNA_POLYADENYLATION",1825
"GOBP_MRNA_PROCESSING",1823
"GOBP_MRNA_PSEUDOURIDINE_SYNTHESIS",1826
"GOBP_MRNA_SPLICE_SITE_RECOGNITION",1827
"GOBP_MRNA_TRANSCRIPTION",1828
"GOBP_MRNA_TRANSPORT",1088
"GOBP_MUCOCILIARY_CLEARANCE",654
"GOBP_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS",121
"GOBP_MUCOSA_ASSOCIATED_LYMPHOID_TISSUE_DEVELOPMENT",1829
"GOBP_MUCUS_SECRETION",1830
"GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_CHEMICAL_HOMEOSTASIS",1831
"GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_HOMEOSTASIS",1832
"GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_IRON_ION_HOMEOSTASIS",1831
"GOBP_MULTICELLULAR_ORGANISMAL_LEVEL_WATER_HOMEOSTASIS",1833
"GOBP_MULTICELLULAR_ORGANISMAL_MOVEMENT",1834
"GOBP_MULTICELLULAR_ORGANISMAL_RESPONSE_TO_STRESS",1154
"GOBP_MULTICELLULAR_ORGANISM_GROWTH",1835
"GOBP_MULTICELLULAR_ORGANISM_REPRODUCTION",867
"GOBP_MULTINUCLEAR_OSTEOCLAST_DIFFERENTIATION",1836
"GOBP_MULTIVESICULAR_BODY_ORGANIZATION",1525
"GOBP_MULTIVESICULAR_BODY_SORTING_PATHWAY",1525
"GOBP_MULTI_CILIATED_EPITHELIAL_CELL_DIFFERENTIATION",872
"GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS",1837
"GOBP_MULTI_PASS_TRANSMEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE",1838
"GOBP_MUSCLE_ADAPTATION",1839
"GOBP_MUSCLE_ATROPHY",1840
"GOBP_MUSCLE_CELL_APOPTOTIC_PROCESS",1841
"GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS",1842
"GOBP_MUSCLE_CELL_DEVELOPMENT",1843
"GOBP_MUSCLE_CELL_DIFFERENTIATION",1843
"GOBP_MUSCLE_CELL_FATE_COMMITMENT",395
"GOBP_MUSCLE_CELL_MIGRATION",1844
"GOBP_MUSCLE_CELL_PROLIFERATION",1845
"GOBP_MUSCLE_CONTRACTION",1846
"GOBP_MUSCLE_HYPERTROPHY",1839
"GOBP_MUSCLE_HYPERTROPHY_IN_RESPONSE_TO_STRESS",1847
"GOBP_MUSCLE_ORGAN_DEVELOPMENT",1848
"GOBP_MUSCLE_ORGAN_MORPHOGENESIS",410
"GOBP_MUSCLE_STRUCTURE_DEVELOPMENT",1848
"GOBP_MUSCLE_SYSTEM_PROCESS",1846
"GOBP_MUSCLE_TISSUE_DEVELOPMENT",1849
"GOBP_MUSCULAR_SEPTUM_MORPHOGENESIS",1699
"GOBP_MYCOTOXIN_METABOLIC_PROCESS",1850
"GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",1851
"GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",1852
"GOBP_MYELIN_ASSEMBLY",630
"GOBP_MYELIN_MAINTENANCE",1853
"GOBP_MYELOID_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",1540
"GOBP_MYELOID_CELL_APOPTOTIC_PROCESS",1854
"GOBP_MYELOID_CELL_DEVELOPMENT",1057
"GOBP_MYELOID_CELL_DIFFERENTIATION",1855
"GOBP_MYELOID_CELL_HOMEOSTASIS",1058
"GOBP_MYELOID_DENDRITIC_CELL_ACTIVATION",828
"GOBP_MYELOID_DENDRITIC_CELL_CHEMOTAXIS",1856
"GOBP_MYELOID_DENDRITIC_CELL_CYTOKINE_PRODUCTION",827
"GOBP_MYELOID_DENDRITIC_CELL_DIFFERENTIATION",828
"GOBP_MYELOID_LEUKOCYTE_ACTIVATION",1857
"GOBP_MYELOID_LEUKOCYTE_CYTOKINE_PRODUCTION",1619
"GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION",1855
"GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY",1540
"GOBP_MYELOID_LEUKOCYTE_MIGRATION",580
"GOBP_MYELOID_PROGENITOR_CELL_DIFFERENTIATION",1858
"GOBP_MYOBLAST_DIFFERENTIATION",1859
"GOBP_MYOBLAST_FATE_COMMITMENT",1860
"GOBP_MYOBLAST_FUSION",1861
"GOBP_MYOBLAST_FUSION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION",1862
"GOBP_MYOBLAST_MIGRATION",1863
"GOBP_MYOBLAST_PROLIFERATION",1864
"GOBP_MYOFIBROBLAST_DIFFERENTIATION",1865
"GOBP_MYOSIN_FILAMENT_ORGANIZATION",1866
"GOBP_MYOTUBE_CELL_DEVELOPMENT",1867
"GOBP_MYOTUBE_DIFFERENTIATION",1868
"GOBP_MYOTUBE_DIFFERENTIATION_INVOLVED_IN_SKELETAL_MUSCLE_REGENERATION",1862
"GOBP_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY",1769
"GOBP_NADH_METABOLIC_PROCESS",1869
"GOBP_NADH_OXIDATION",1870
"GOBP_NADPH_OXIDATION",1871
"GOBP_NADPH_REGENERATION",1247
"GOBP_NADP_METABOLIC_PROCESS",1872
"GOBP_NAD_BIOSYNTHESIS_VIA_NICOTINAMIDE_RIBOSIDE_SALVAGE_PATHWAY",1873
"GOBP_NAD_METABOLIC_PROCESS",1874
"GOBP_NAD_TRANSMEMBRANE_TRANSPORT",1875
"GOBP_NAD_TRANSPORT",1875
"GOBP_NAIL_DEVELOPMENT",1876
"GOBP_NATURAL_KILLER_CELL_ACTIVATION",1877
"GOBP_NATURAL_KILLER_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE",1878
"GOBP_NATURAL_KILLER_CELL_CHEMOTAXIS",1879
"GOBP_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION",1880
"GOBP_NATURAL_KILLER_CELL_DEGRANULATION",1881
"GOBP_NATURAL_KILLER_CELL_DIFFERENTIATION",1882
"GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL",1883
"GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY",1884
"GOBP_NATURAL_KILLER_CELL_PROLIFERATION",1885
"GOBP_NCRNA_CATABOLIC_PROCESS",1886
"GOBP_NCRNA_EXPORT_FROM_NUCLEUS",1887
"GOBP_NCRNA_METABOLIC_PROCESS",1888
"GOBP_NCRNA_PROCESSING",1888
"GOBP_NCRNA_TRANSCRIPTION",1748
"GOBP_NECROPTOTIC_PROCESS",1889
"GOBP_NECROPTOTIC_SIGNALING_PATHWAY",1890
"GOBP_NEGATIVE_ADAPTATION_OF_SIGNALING_PATHWAY",57
"GOBP_NEGATIVE_CHEMOTAXIS",1891
"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_GENOME_REPLICATION",1892
"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS",1892
"GOBP_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_TRANSCRIPTION",1893
"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY",1894
"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION",26
"GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION",1895
"GOBP_NEGATIVE_REGULATION_OF_ACTIN_NUCLEATION",1896
"GOBP_NEGATIVE_REGULATION_OF_ACTION_POTENTIAL",1897
"GOBP_NEGATIVE_REGULATION_OF_ACTIVATED_T_CELL_PROLIFERATION",1898
"GOBP_NEGATIVE_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY",1899
"GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE",1900
"GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS",1900
"GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",1901
"GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY",1902
"GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",1902
"GOBP_NEGATIVE_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT",1903
"GOBP_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS",1904
"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION",1905
"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION",1906
"GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_PROLIFERATION",430
"GOBP_NEGATIVE_REGULATION_OF_AMIDE_METABOLIC_PROCESS",1907
"GOBP_NEGATIVE_REGULATION_OF_AMINE_METABOLIC_PROCESS",1908
"GOBP_NEGATIVE_REGULATION_OF_AMINE_TRANSPORT",1909
"GOBP_NEGATIVE_REGULATION_OF_AMINO_ACID_TRANSPORT",1910
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE",1911
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_FIBRIL_FORMATION",147
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_BIOSYNTHETIC_PROCESS",148
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_PRECURSOR_PROTEIN_CATABOLIC_PROCESS",146
"GOBP_NEGATIVE_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY",157
